YEAR,AREA,REGION,SPECIES,SPECIESNAME,COUNT
1978,18,nh,fuwd,Fulvous Whistling-Duck,0
1978,18,nh,gadw,Gadwall,0
1978,18,nh,gold,Generic Goldeneye,0
1978,18,nh,mall,Mallard,0
1978,18,nh,medu,Mexican Duck,0
1978,18,nh,merg,Generic Merganser,0
1978,18,nh,modu,Mottled Duck,0
1978,18,nh,musc,Muscovy,0
1978,18,nh,nopi,Northern Pintail,0
1978,18,nh,nsho,Northern Shoveler,0
1978,18,nh,redh,Redhead,0
1978,18,nh,rndu,Ring-necked Duck,0
1978,18,nh,rudu,Ruddy Duck,0
1978,18,nh,sacr,Sandhill Crane,0
1978,18,nh,scau,Generic Scaup,0
1978,18,nh,scot,Generic Scoter,0
1978,18,nh,sngo,Generic Snow or Ross' Goose,0
1978,18,nh,swan,Generic Swan,0
1978,18,nh,whdu,Generic Whisling-Duck,0
1978,18,nh,wodu,Wood Duck,0
1978,19,nh,agwt,American Green-winged Teal,30
1978,19,nh,amco,American Coot,375
1978,19,nh,amwi,American Wigeon,0
1978,19,nh,bcte,Blue-winged or Cinnamon Teal,0
1978,19,nh,buff,Bufflehead,0
1978,19,nh,canv,Canvasback,0
1978,19,nh,dkgo,Dark goose (greater White-fronted Bean Canada),125
1978,19,nh,duck,Generic Duck,30
1978,19,nh,fuwd,Fulvous Whistling-Duck,0
1978,19,nh,gadw,Gadwall,0
1978,19,nh,gold,Generic Goldeneye,0
1978,19,nh,mall,Mallard,60
1978,19,nh,medu,Mexican Duck,0
1978,19,nh,merg,Generic Merganser,10
1978,19,nh,modu,Mottled Duck,0
1978,19,nh,musc,Muscovy,0
1978,19,nh,nopi,Northern Pintail,150
1978,19,nh,nsho,Northern Shoveler,0
1978,19,nh,redh,Redhead,0
1978,19,nh,rndu,Ring-necked Duck,0
1978,19,nh,rudu,Ruddy Duck,0
1978,19,nh,sacr,Sandhill Crane,0
1978,19,nh,scau,Generic Scaup,0
1978,19,nh,scot,Generic Scoter,0
1978,19,nh,sngo,Generic Snow or Ross' Goose,4285
1978,19,nh,swan,Generic Swan,0
1978,19,nh,whdu,Generic Whisling-Duck,0
1978,19,nh,wodu,Wood Duck,0
1978,1a,oh,agwt,American Green-winged Teal,0
1978,1a,oh,amco,American Coot,0
1978,1a,oh,amwi,American Wigeon,0
1978,1a,oh,bcte,Blue-winged or Cinnamon Teal,0
1978,1a,oh,buff,Bufflehead,0
1978,1a,oh,canv,Canvasback,0
1978,1a,oh,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,1a,oh,fuwd,Fulvous Whistling-Duck,0
1978,1a,oh,gadw,Gadwall,0
1978,1a,oh,gold,Generic Goldeneye,0
1978,1a,oh,mall,Mallard,0
1978,1a,oh,medu,Mexican Duck,0
1978,1a,oh,merg,Generic Merganser,0
1978,1a,oh,modu,Mottled Duck,0
1978,1a,oh,musc,Muscovy,0
1978,1a,oh,nopi,Northern Pintail,0
1978,1a,oh,nsho,Northern Shoveler,0
1978,1a,oh,redh,Redhead,0
1978,1a,oh,rndu,Ring-necked Duck,0
1978,1a,oh,rudu,Ruddy Duck,0
1978,1a,oh,sacr,Sandhill Crane,0
1978,1a,oh,scau,Generic Scaup,0
1978,1a,oh,scot,Generic Scoter,0
1978,1a,oh,sngo,Generic Snow or Ross' Goose,0
1978,1a,oh,swan,Generic Swan,0
1978,1a,oh,whdu,Generic Whisling-Duck,0
1978,1a,oh,wodu,Wood Duck,0
1978,2,nh,agwt,American Green-winged Teal,900
1978,2,nh,amco,American Coot,0
1978,2,nh,amwi,American Wigeon,1000
1978,2,nh,bcte,Blue-winged or Cinnamon Teal,0
1978,2,nh,buff,Bufflehead,0
1978,2,nh,canv,Canvasback,0
1978,2,nh,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,2,nh,duck,Generic Duck,120
1978,2,nh,fuwd,Fulvous Whistling-Duck,0
1978,2,nh,gadw,Gadwall,50
1978,2,nh,gold,Generic Goldeneye,0
1978,2,nh,mall,Mallard,900
1978,2,nh,medu,Mexican Duck,0
1978,2,nh,merg,Generic Merganser,0
1978,2,nh,modu,Mottled Duck,0
1978,2,nh,musc,Muscovy,0
1978,2,nh,nopi,Northern Pintail,960
1978,2,nh,nsho,Northern Shoveler,900
1978,2,nh,redh,Redhead,0
1978,2,nh,rndu,Ring-necked Duck,0
1978,2,nh,rudu,Ruddy Duck,0
1978,2,nh,sacr,Sandhill Crane,50
1978,2,nh,scau,Generic Scaup,0
1978,2,nh,scot,Generic Scoter,0
1978,2,nh,sngo,Generic Snow or Ross' Goose,5300
1978,2,nh,swan,Generic Swan,0
1978,2,nh,whdu,Generic Whisling-Duck,0
1978,2,nh,wodu,Wood Duck,0
1978,20,nh,agwt,American Green-winged Teal,0
1978,20,nh,amco,American Coot,0
1978,20,nh,amwi,American Wigeon,0
1978,20,nh,bcte,Blue-winged or Cinnamon Teal,0
1978,20,nh,buff,Bufflehead,0
1978,20,nh,canv,Canvasback,0
1978,20,nh,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,20,nh,fuwd,Fulvous Whistling-Duck,0
1978,20,nh,gadw,Gadwall,0
1978,20,nh,gold,Generic Goldeneye,0
1978,20,nh,mall,Mallard,0
1978,20,nh,medu,Mexican Duck,0
1978,20,nh,merg,Generic Merganser,0
1978,20,nh,modu,Mottled Duck,0
1978,20,nh,musc,Muscovy,0
1978,20,nh,nopi,Northern Pintail,0
1978,20,nh,nsho,Northern Shoveler,0
1978,20,nh,redh,Redhead,0
1978,20,nh,rndu,Ring-necked Duck,0
1978,20,nh,rudu,Ruddy Duck,0
1978,20,nh,sacr,Sandhill Crane,0
1978,20,nh,scau,Generic Scaup,0
1978,20,nh,scot,Generic Scoter,0
1978,20,nh,sngo,Generic Snow or Ross' Goose,0
1978,20,nh,swan,Generic Swan,0
1978,20,nh,whdu,Generic Whisling-Duck,0
1978,20,nh,wodu,Wood Duck,0
1978,21,nh,agwt,American Green-winged Teal,3650
1978,21,nh,amco,American Coot,2525
1978,21,nh,amwi,American Wigeon,200
1978,21,nh,bcte,Blue-winged or Cinnamon Teal,250
1978,21,nh,buff,Bufflehead,50
1978,21,nh,canv,Canvasback,0
1978,21,nh,dkgo,Dark goose (greater White-fronted Bean Canada),3355
1978,21,nh,duck,Generic Duck,200
1978,21,nh,fuwd,Fulvous Whistling-Duck,0
1978,21,nh,gadw,Gadwall,1030
1978,21,nh,gold,Generic Goldeneye,0
1978,21,nh,mall,Mallard,20
1978,21,nh,medu,Mexican Duck,235
1978,21,nh,merg,Generic Merganser,0
1978,21,nh,modu,Mottled Duck,0
1978,21,nh,musc,Muscovy,0
1978,21,nh,nopi,Northern Pintail,1560
1978,21,nh,nsho,Northern Shoveler,4325
1978,21,nh,redh,Redhead,0
1978,21,nh,rndu,Ring-necked Duck,0
1978,21,nh,rudu,Ruddy Duck,0
1978,21,nh,sacr,Sandhill Crane,15
1978,21,nh,scau,Generic Scaup,0
1978,21,nh,scot,Generic Scoter,0
1978,21,nh,sngo,Generic Snow or Ross' Goose,4175
1978,21,nh,swan,Generic Swan,0
1978,21,nh,whdu,Generic Whisling-Duck,0
1978,21,nh,wodu,Wood Duck,0
1978,22,nh,agwt,American Green-winged Teal,2375
1978,22,nh,amco,American Coot,1400
1978,22,nh,amwi,American Wigeon,50
1978,22,nh,bcte,Blue-winged or Cinnamon Teal,0
1978,22,nh,buff,Bufflehead,25
1978,22,nh,canv,Canvasback,0
1978,22,nh,dkgo,Dark goose (greater White-fronted Bean Canada),480
1978,22,nh,duck,Generic Duck,250
1978,22,nh,fuwd,Fulvous Whistling-Duck,0
1978,22,nh,gadw,Gadwall,1500
1978,22,nh,gold,Generic Goldeneye,0
1978,22,nh,mall,Mallard,25
1978,22,nh,medu,Mexican Duck,30
1978,22,nh,merg,Generic Merganser,0
1978,22,nh,modu,Mottled Duck,0
1978,22,nh,musc,Muscovy,0
1978,22,nh,nopi,Northern Pintail,1200
1978,22,nh,nsho,Northern Shoveler,1900
1978,22,nh,redh,Redhead,0
1978,22,nh,rndu,Ring-necked Duck,0
1978,22,nh,rudu,Ruddy Duck,0
1978,22,nh,sacr,Sandhill Crane,0
1978,22,nh,scau,Generic Scaup,0
1978,22,nh,scot,Generic Scoter,0
1978,22,nh,sngo,Generic Snow or Ross' Goose,2550
1978,22,nh,swan,Generic Swan,0
1978,22,nh,whdu,Generic Whisling-Duck,0
1978,22,nh,wodu,Wood Duck,0
1978,23,nh,agwt,American Green-winged Teal,0
1978,23,nh,amco,American Coot,0
1978,23,nh,amwi,American Wigeon,0
1978,23,nh,bcte,Blue-winged or Cinnamon Teal,0
1978,23,nh,buff,Bufflehead,0
1978,23,nh,canv,Canvasback,0
1978,23,nh,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,23,nh,fuwd,Fulvous Whistling-Duck,0
1978,23,nh,gadw,Gadwall,0
1978,23,nh,gold,Generic Goldeneye,0
1978,23,nh,mall,Mallard,0
1978,23,nh,medu,Mexican Duck,0
1978,23,nh,merg,Generic Merganser,0
1978,23,nh,modu,Mottled Duck,0
1978,23,nh,musc,Muscovy,0
1978,23,nh,nopi,Northern Pintail,0
1978,23,nh,nsho,Northern Shoveler,0
1978,23,nh,redh,Redhead,0
1978,23,nh,rndu,Ring-necked Duck,0
1978,23,nh,rudu,Ruddy Duck,0
1978,23,nh,sacr,Sandhill Crane,0
1978,23,nh,scau,Generic Scaup,0
1978,23,nh,scot,Generic Scoter,0
1978,23,nh,sngo,Generic Snow or Ross' Goose,0
1978,23,nh,swan,Generic Swan,0
1978,23,nh,whdu,Generic Whisling-Duck,0
1978,23,nh,wodu,Wood Duck,0
1978,24,nh,agwt,American Green-winged Teal,0
1978,24,nh,amco,American Coot,0
1978,24,nh,amwi,American Wigeon,0
1978,24,nh,bcte,Blue-winged or Cinnamon Teal,0
1978,24,nh,buff,Bufflehead,0
1978,24,nh,canv,Canvasback,0
1978,24,nh,dkgo,Dark goose (greater White-fronted Bean Canada),5800
1978,24,nh,duck,Generic Duck,200
1978,24,nh,fuwd,Fulvous Whistling-Duck,0
1978,24,nh,gadw,Gadwall,0
1978,24,nh,gold,Generic Goldeneye,0
1978,24,nh,mall,Mallard,0
1978,24,nh,medu,Mexican Duck,0
1978,24,nh,merg,Generic Merganser,0
1978,24,nh,modu,Mottled Duck,0
1978,24,nh,musc,Muscovy,0
1978,24,nh,nopi,Northern Pintail,0
1978,24,nh,nsho,Northern Shoveler,0
1978,24,nh,redh,Redhead,0
1978,24,nh,rndu,Ring-necked Duck,0
1978,24,nh,rudu,Ruddy Duck,0
1978,24,nh,sacr,Sandhill Crane,900
1978,24,nh,scau,Generic Scaup,0
1978,24,nh,scot,Generic Scoter,0
1978,24,nh,sngo,Generic Snow or Ross' Goose,200
1978,24,nh,swan,Generic Swan,0
1978,24,nh,whdu,Generic Whisling-Duck,0
1978,24,nh,wodu,Wood Duck,0
1978,25,nh,agwt,American Green-winged Teal,250
1978,25,nh,amco,American Coot,225
1978,25,nh,amwi,American Wigeon,0
1978,25,nh,bcte,Blue-winged or Cinnamon Teal,0
1978,25,nh,buff,Bufflehead,0
1978,25,nh,canv,Canvasback,0
1978,25,nh,dkgo,Dark goose (greater White-fronted Bean Canada),3650
1978,25,nh,fuwd,Fulvous Whistling-Duck,0
1978,25,nh,gadw,Gadwall,60
1978,25,nh,gold,Generic Goldeneye,0
1978,25,nh,mall,Mallard,0
1978,25,nh,medu,Mexican Duck,175
1978,25,nh,merg,Generic Merganser,0
1978,25,nh,modu,Mottled Duck,0
1978,25,nh,musc,Muscovy,0
1978,25,nh,nopi,Northern Pintail,350
1978,25,nh,nsho,Northern Shoveler,50
1978,25,nh,redh,Redhead,0
1978,25,nh,rndu,Ring-necked Duck,0
1978,25,nh,rudu,Ruddy Duck,0
1978,25,nh,sacr,Sandhill Crane,0
1978,25,nh,scau,Generic Scaup,0
1978,25,nh,scot,Generic Scoter,0
1978,25,nh,sngo,Generic Snow or Ross' Goose,450
1978,25,nh,swan,Generic Swan,0
1978,25,nh,whdu,Generic Whisling-Duck,0
1978,25,nh,wodu,Wood Duck,0
1978,26,nh,agwt,American Green-winged Teal,875
1978,26,nh,amco,American Coot,1700
1978,26,nh,amwi,American Wigeon,0
1978,26,nh,bcte,Blue-winged or Cinnamon Teal,0
1978,26,nh,buff,Bufflehead,0
1978,26,nh,canv,Canvasback,0
1978,26,nh,dkgo,Dark goose (greater White-fronted Bean Canada),2900
1978,26,nh,fuwd,Fulvous Whistling-Duck,0
1978,26,nh,gadw,Gadwall,850
1978,26,nh,gold,Generic Goldeneye,0
1978,26,nh,mall,Mallard,0
1978,26,nh,medu,Mexican Duck,0
1978,26,nh,merg,Generic Merganser,0
1978,26,nh,modu,Mottled Duck,0
1978,26,nh,musc,Muscovy,0
1978,26,nh,nopi,Northern Pintail,550
1978,26,nh,nsho,Northern Shoveler,2400
1978,26,nh,redh,Redhead,0
1978,26,nh,rndu,Ring-necked Duck,0
1978,26,nh,rudu,Ruddy Duck,0
1978,26,nh,sacr,Sandhill Crane,250
1978,26,nh,scau,Generic Scaup,0
1978,26,nh,scot,Generic Scoter,0
1978,26,nh,sngo,Generic Snow or Ross' Goose,0
1978,26,nh,swan,Generic Swan,0
1978,26,nh,whdu,Generic Whisling-Duck,0
1978,26,nh,wodu,Wood Duck,0
1978,27,nh,agwt,American Green-winged Teal,1000
1978,27,nh,amco,American Coot,100
1978,27,nh,amwi,American Wigeon,100
1978,27,nh,bcte,Blue-winged or Cinnamon Teal,0
1978,27,nh,buff,Bufflehead,0
1978,27,nh,canv,Canvasback,0
1978,27,nh,dkgo,Dark goose (greater White-fronted Bean Canada),550
1978,27,nh,duck,Generic Duck,100
1978,27,nh,fuwd,Fulvous Whistling-Duck,0
1978,27,nh,gadw,Gadwall,1000
1978,27,nh,gold,Generic Goldeneye,0
1978,27,nh,mall,Mallard,0
1978,27,nh,medu,Mexican Duck,125
1978,27,nh,merg,Generic Merganser,0
1978,27,nh,modu,Mottled Duck,0
1978,27,nh,musc,Muscovy,0
1978,27,nh,nopi,Northern Pintail,775
1978,27,nh,nsho,Northern Shoveler,2925
1978,27,nh,redh,Redhead,0
1978,27,nh,rndu,Ring-necked Duck,0
1978,27,nh,rudu,Ruddy Duck,0
1978,27,nh,sacr,Sandhill Crane,30
1978,27,nh,scau,Generic Scaup,0
1978,27,nh,scot,Generic Scoter,0
1978,27,nh,sngo,Generic Snow or Ross' Goose,0
1978,27,nh,swan,Generic Swan,0
1978,27,nh,whdu,Generic Whisling-Duck,0
1978,27,nh,wodu,Wood Duck,0
1978,29,nh,agwt,American Green-winged Teal,0
1978,29,nh,amco,American Coot,0
1978,29,nh,amwi,American Wigeon,0
1978,29,nh,bcte,Blue-winged or Cinnamon Teal,0
1978,29,nh,buff,Bufflehead,0
1978,29,nh,canv,Canvasback,0
1978,29,nh,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,29,nh,fuwd,Fulvous Whistling-Duck,0
1978,29,nh,gadw,Gadwall,0
1978,29,nh,gold,Generic Goldeneye,0
1978,29,nh,mall,Mallard,0
1978,29,nh,medu,Mexican Duck,0
1978,29,nh,merg,Generic Merganser,0
1978,29,nh,modu,Mottled Duck,0
1978,29,nh,musc,Muscovy,0
1978,29,nh,nopi,Northern Pintail,0
1978,29,nh,nsho,Northern Shoveler,0
1978,29,nh,redh,Redhead,0
1978,29,nh,rndu,Ring-necked Duck,0
1978,29,nh,rudu,Ruddy Duck,0
1978,29,nh,sacr,Sandhill Crane,0
1978,29,nh,scau,Generic Scaup,0
1978,29,nh,scot,Generic Scoter,0
1978,29,nh,sngo,Generic Snow or Ross' Goose,0
1978,29,nh,swan,Generic Swan,0
1978,29,nh,whdu,Generic Whisling-Duck,0
1978,29,nh,wodu,Wood Duck,0
1978,29a,oh,agwt,American Green-winged Teal,0
1978,29a,oh,amco,American Coot,0
1978,29a,oh,amwi,American Wigeon,0
1978,29a,oh,bcte,Blue-winged or Cinnamon Teal,0
1978,29a,oh,buff,Bufflehead,0
1978,29a,oh,canv,Canvasback,0
1978,29a,oh,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,29a,oh,fuwd,Fulvous Whistling-Duck,0
1978,29a,oh,gadw,Gadwall,0
1978,29a,oh,gold,Generic Goldeneye,0
1978,29a,oh,mall,Mallard,0
1978,29a,oh,medu,Mexican Duck,0
1978,29a,oh,merg,Generic Merganser,0
1978,29a,oh,modu,Mottled Duck,0
1978,29a,oh,musc,Muscovy,0
1978,29a,oh,nopi,Northern Pintail,0
1978,29a,oh,nsho,Northern Shoveler,0
1978,29a,oh,redh,Redhead,0
1978,29a,oh,rndu,Ring-necked Duck,0
1978,29a,oh,rudu,Ruddy Duck,0
1978,29a,oh,sacr,Sandhill Crane,0
1978,29a,oh,scau,Generic Scaup,0
1978,29a,oh,scot,Generic Scoter,0
1978,29a,oh,sngo,Generic Snow or Ross' Goose,0
1978,29a,oh,swan,Generic Swan,0
1978,29a,oh,whdu,Generic Whisling-Duck,0
1978,29a,oh,wodu,Wood Duck,0
1978,3,nh,agwt,American Green-winged Teal,300
1978,3,nh,amco,American Coot,0
1978,3,nh,amwi,American Wigeon,50
1978,3,nh,bcte,Blue-winged or Cinnamon Teal,0
1978,3,nh,buff,Bufflehead,0
1978,3,nh,canv,Canvasback,25
1978,3,nh,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,3,nh,fuwd,Fulvous Whistling-Duck,0
1978,3,nh,gadw,Gadwall,0
1978,3,nh,gold,Generic Goldeneye,0
1978,3,nh,mall,Mallard,0
1978,3,nh,medu,Mexican Duck,0
1978,3,nh,merg,Generic Merganser,0
1978,3,nh,modu,Mottled Duck,0
1978,3,nh,musc,Muscovy,0
1978,3,nh,nopi,Northern Pintail,100
1978,3,nh,nsho,Northern Shoveler,100
1978,3,nh,redh,Redhead,0
1978,3,nh,rndu,Ring-necked Duck,0
1978,3,nh,rudu,Ruddy Duck,0
1978,3,nh,sacr,Sandhill Crane,0
1978,3,nh,scau,Generic Scaup,0
1978,3,nh,scot,Generic Scoter,0
1978,3,nh,sngo,Generic Snow or Ross' Goose,1200
1978,3,nh,swan,Generic Swan,0
1978,3,nh,whdu,Generic Whisling-Duck,0
1978,3,nh,wodu,Wood Duck,0
1978,30,ch,agwt,American Green-winged Teal,2075
1978,30,ch,amco,American Coot,250
1978,30,ch,amwi,American Wigeon,750
1978,30,ch,bcte,Blue-winged or Cinnamon Teal,100
1978,30,ch,buff,Bufflehead,0
1978,30,ch,canv,Canvasback,20
1978,30,ch,dkgo,Dark goose (greater White-fronted Bean Canada),3160
1978,30,ch,duck,Generic Duck,1770
1978,30,ch,fuwd,Fulvous Whistling-Duck,0
1978,30,ch,gadw,Gadwall,750
1978,30,ch,gold,Generic Goldeneye,0
1978,30,ch,mall,Mallard,0
1978,30,ch,medu,Mexican Duck,1175
1978,30,ch,merg,Generic Merganser,0
1978,30,ch,modu,Mottled Duck,0
1978,30,ch,musc,Muscovy,0
1978,30,ch,nopi,Northern Pintail,1900
1978,30,ch,nsho,Northern Shoveler,1325
1978,30,ch,redh,Redhead,0
1978,30,ch,rndu,Ring-necked Duck,150
1978,30,ch,rudu,Ruddy Duck,0
1978,30,ch,sacr,Sandhill Crane,0
1978,30,ch,scau,Generic Scaup,0
1978,30,ch,scot,Generic Scoter,0
1978,30,ch,sngo,Generic Snow or Ross' Goose,0
1978,30,ch,swan,Generic Swan,0
1978,30,ch,whdu,Generic Whisling-Duck,0
1978,30,ch,wodu,Wood Duck,0
1978,31,ch,agwt,American Green-winged Teal,1500
1978,31,ch,amco,American Coot,1200
1978,31,ch,amwi,American Wigeon,100
1978,31,ch,bcte,Blue-winged or Cinnamon Teal,50
1978,31,ch,buff,Bufflehead,0
1978,31,ch,canv,Canvasback,0
1978,31,ch,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,31,ch,fuwd,Fulvous Whistling-Duck,0
1978,31,ch,gadw,Gadwall,0
1978,31,ch,gold,Generic Goldeneye,0
1978,31,ch,mall,Mallard,0
1978,31,ch,medu,Mexican Duck,495
1978,31,ch,merg,Generic Merganser,0
1978,31,ch,modu,Mottled Duck,0
1978,31,ch,musc,Muscovy,0
1978,31,ch,nopi,Northern Pintail,100
1978,31,ch,nsho,Northern Shoveler,1200
1978,31,ch,redh,Redhead,0
1978,31,ch,rndu,Ring-necked Duck,0
1978,31,ch,rudu,Ruddy Duck,150
1978,31,ch,sacr,Sandhill Crane,0
1978,31,ch,scau,Generic Scaup,0
1978,31,ch,scot,Generic Scoter,0
1978,31,ch,sngo,Generic Snow or Ross' Goose,0
1978,31,ch,swan,Generic Swan,0
1978,31,ch,whdu,Generic Whisling-Duck,0
1978,31,ch,wodu,Wood Duck,0
1978,32,ch,agwt,American Green-winged Teal,7975
1978,32,ch,amco,American Coot,9250
1978,32,ch,amwi,American Wigeon,1700
1978,32,ch,bcte,Blue-winged or Cinnamon Teal,1450
1978,32,ch,buff,Bufflehead,0
1978,32,ch,canv,Canvasback,0
1978,32,ch,dkgo,Dark goose (greater White-fronted Bean Canada),25
1978,32,ch,duck,Generic Duck,1000
1978,32,ch,fuwd,Fulvous Whistling-Duck,0
1978,32,ch,gadw,Gadwall,1050
1978,32,ch,gold,Generic Goldeneye,0
1978,32,ch,mall,Mallard,0
1978,32,ch,medu,Mexican Duck,350
1978,32,ch,merg,Generic Merganser,0
1978,32,ch,modu,Mottled Duck,0
1978,32,ch,musc,Muscovy,0
1978,32,ch,nopi,Northern Pintail,3925
1978,32,ch,nsho,Northern Shoveler,37950
1978,32,ch,redh,Redhead,45
1978,32,ch,rndu,Ring-necked Duck,0
1978,32,ch,rudu,Ruddy Duck,0
1978,32,ch,sacr,Sandhill Crane,0
1978,32,ch,scau,Generic Scaup,50
1978,32,ch,scot,Generic Scoter,0
1978,32,ch,sngo,Generic Snow or Ross' Goose,6150
1978,32,ch,swan,Generic Swan,0
1978,32,ch,whdu,Generic Whisling-Duck,0
1978,32,ch,wodu,Wood Duck,0
1978,33,ch,agwt,American Green-winged Teal,550
1978,33,ch,amco,American Coot,1900
1978,33,ch,amwi,American Wigeon,0
1978,33,ch,bcte,Blue-winged or Cinnamon Teal,50
1978,33,ch,buff,Bufflehead,0
1978,33,ch,canv,Canvasback,0
1978,33,ch,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,33,ch,fuwd,Fulvous Whistling-Duck,0
1978,33,ch,gadw,Gadwall,50
1978,33,ch,gold,Generic Goldeneye,0
1978,33,ch,mall,Mallard,0
1978,33,ch,medu,Mexican Duck,15
1978,33,ch,merg,Generic Merganser,0
1978,33,ch,modu,Mottled Duck,0
1978,33,ch,musc,Muscovy,0
1978,33,ch,nopi,Northern Pintail,0
1978,33,ch,nsho,Northern Shoveler,0
1978,33,ch,redh,Redhead,0
1978,33,ch,rndu,Ring-necked Duck,0
1978,33,ch,rudu,Ruddy Duck,0
1978,33,ch,sacr,Sandhill Crane,0
1978,33,ch,scau,Generic Scaup,0
1978,33,ch,scot,Generic Scoter,0
1978,33,ch,sngo,Generic Snow or Ross' Goose,0
1978,33,ch,swan,Generic Swan,0
1978,33,ch,whdu,Generic Whisling-Duck,0
1978,33,ch,wodu,Wood Duck,0
1978,34,ch,agwt,American Green-winged Teal,3000
1978,34,ch,amco,American Coot,225
1978,34,ch,amwi,American Wigeon,0
1978,34,ch,bcte,Blue-winged or Cinnamon Teal,0
1978,34,ch,buff,Bufflehead,0
1978,34,ch,canv,Canvasback,150
1978,34,ch,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,34,ch,fuwd,Fulvous Whistling-Duck,0
1978,34,ch,gadw,Gadwall,0
1978,34,ch,gold,Generic Goldeneye,0
1978,34,ch,mall,Mallard,0
1978,34,ch,medu,Mexican Duck,1850
1978,34,ch,merg,Generic Merganser,0
1978,34,ch,modu,Mottled Duck,0
1978,34,ch,musc,Muscovy,0
1978,34,ch,nopi,Northern Pintail,50
1978,34,ch,nsho,Northern Shoveler,1550
1978,34,ch,redh,Redhead,0
1978,34,ch,rndu,Ring-necked Duck,0
1978,34,ch,rudu,Ruddy Duck,0
1978,34,ch,sacr,Sandhill Crane,0
1978,34,ch,scau,Generic Scaup,0
1978,34,ch,scot,Generic Scoter,0
1978,34,ch,sngo,Generic Snow or Ross' Goose,0
1978,34,ch,swan,Generic Swan,0
1978,34,ch,whdu,Generic Whisling-Duck,0
1978,34,ch,wodu,Wood Duck,0
1978,35,ch,agwt,American Green-winged Teal,46500
1978,35,ch,amco,American Coot,2550
1978,35,ch,amwi,American Wigeon,2500
1978,35,ch,bcte,Blue-winged or Cinnamon Teal,9900
1978,35,ch,buff,Bufflehead,0
1978,35,ch,canv,Canvasback,500
1978,35,ch,dkgo,Dark goose (greater White-fronted Bean Canada),350
1978,35,ch,fuwd,Fulvous Whistling-Duck,0
1978,35,ch,gadw,Gadwall,2000
1978,35,ch,gold,Generic Goldeneye,0
1978,35,ch,mall,Mallard,0
1978,35,ch,medu,Mexican Duck,2295
1978,35,ch,merg,Generic Merganser,0
1978,35,ch,modu,Mottled Duck,0
1978,35,ch,musc,Muscovy,0
1978,35,ch,nopi,Northern Pintail,42300
1978,35,ch,nsho,Northern Shoveler,9675
1978,35,ch,redh,Redhead,0
1978,35,ch,rndu,Ring-necked Duck,0
1978,35,ch,rudu,Ruddy Duck,0
1978,35,ch,sacr,Sandhill Crane,0
1978,35,ch,scau,Generic Scaup,0
1978,35,ch,scot,Generic Scoter,0
1978,35,ch,sngo,Generic Snow or Ross' Goose,0
1978,35,ch,swan,Generic Swan,0
1978,35,ch,whdu,Generic Whisling-Duck,0
1978,35,ch,wodu,Wood Duck,0
1978,36,ch,agwt,American Green-winged Teal,10050
1978,36,ch,amco,American Coot,12500
1978,36,ch,amwi,American Wigeon,2500
1978,36,ch,bcte,Blue-winged or Cinnamon Teal,700
1978,36,ch,buff,Bufflehead,0
1978,36,ch,canv,Canvasback,795
1978,36,ch,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,36,ch,duck,Generic Duck,3400
1978,36,ch,fuwd,Fulvous Whistling-Duck,0
1978,36,ch,gadw,Gadwall,800
1978,36,ch,gold,Generic Goldeneye,0
1978,36,ch,mall,Mallard,0
1978,36,ch,medu,Mexican Duck,1205
1978,36,ch,merg,Generic Merganser,0
1978,36,ch,modu,Mottled Duck,0
1978,36,ch,musc,Muscovy,0
1978,36,ch,nopi,Northern Pintail,3400
1978,36,ch,nsho,Northern Shoveler,650
1978,36,ch,redh,Redhead,0
1978,36,ch,rndu,Ring-necked Duck,150
1978,36,ch,rudu,Ruddy Duck,0
1978,36,ch,sacr,Sandhill Crane,0
1978,36,ch,scau,Generic Scaup,50
1978,36,ch,scot,Generic Scoter,0
1978,36,ch,sngo,Generic Snow or Ross' Goose,0
1978,36,ch,swan,Generic Swan,0
1978,36,ch,whdu,Generic Whisling-Duck,0
1978,36,ch,wodu,Wood Duck,0
1978,37,ch,agwt,American Green-winged Teal,14200
1978,37,ch,amco,American Coot,8150
1978,37,ch,amwi,American Wigeon,6950
1978,37,ch,bcte,Blue-winged or Cinnamon Teal,5850
1978,37,ch,buff,Bufflehead,0
1978,37,ch,canv,Canvasback,100
1978,37,ch,dkgo,Dark goose (greater White-fronted Bean Canada),0
1978,37,ch,duck,Generic Duck,120
1978,37,ch,fuwd,Fulvous Whistling-Duck,0
1978,37,ch,gadw,Gadwall,1030
1978,37,ch,gold,Generic Goldeneye,0
1978,37,ch,mall,Mallard,0
1978,37,ch,medu,Mexican Duck,95
1978,37,ch,merg,Generic Merganser,0
1978,37,ch,modu,Mottled Duck,0
1978,37,ch,musc,Muscovy,0
1978,37,ch,nopi,Northern Pintail,7350
